identificacion,capitalSuscrito,numeroTotalEmpleados
01792336368001,400.0000,2
01792336406001,400.0000,4
01792336465001,1600.0000,2
01792336775001,400.0000,1
01792336821001,400.0000,3
01792336880001,500.0000,2
01792337046001,800.0000,2
01792337143001,800.0000,28
01792337348001,400.0000,19
01792337712001,800.0000,2
01792337763001,800.0000,10
01792337992001,1000.0000,2
01792338190001,10000.0000,4
01792338522001,5200.0000,2
01792338913001,2000.0000,1
01792339391001,400.0000,3
01792339510001,800.0000,2
01792339537001,1000.0000,3
01792339685001,400.0000,2
01792339812001,100400.0000,8
01792339901001,400.0000,3
01792340063001,1000.0000,3
01792340241001,400.0000,3
01792340381001,226000.0000,60
01792340780001,900.0000,2
01792341124001,25620.0000,2
01792341418001,1200.0000,2
01792341469001,800.0000,3
01792341574001,8000.0000,5
01792341590001,100800.0000,
01792341655001,2000.0000,2
01792341841001,400.0000,1
01792342090001,400.0000,2
01792342112001,25000.0000,8
01792342236001,1000.0000,4
01792342279001,800.0000,2
01792342287001,704000.0000,23
01792342783001,300000.0000,78
01792342805001,12500.0000,52
01792342848001,400.0000,1
01792343119001,400.0000,1
01792343313001,400.0000,11
01792343429001,400.0000,2
01792343844001,840.0000,7
01792344050001,65020.0000,14
01792344077001,20500.0000,11
01792344565001,10000.0000,40
01792344646001,1000.0000,12
01792056055001,2584104.0000,254
01792058236001,800.0000,5
01792061431001,28956300.0000,114
01792023947001,800.0000,15
01792024714001,5000.0000,18
01792028469001,800.0000,7
01792344654001,2288300.0000,81
01792344735001,400.0000,4
01792344751001,800.0000,22
01792345189001,2000.0000,64
01792345308001,13000.0000,171
01792345707001,800.0000,6
01792345731001,1000.0000,9
01792345847001,400.0000,2
01792345960001,900.0000,45
01792346037001,400.0000,6
01792346126001,4160.0000,4
01792346312001,50000.0000,2
01792346541001,2000.0000,4
01792346630001,49823.0000,18
01792346797001,704500.0000,2
01792346835001,400.0000,2
01792347084001,800.0000,2
01792347149001,800.0000,8
01792347262001,5000.0000,6
01792347300001,400.0000,1
01792347424001,800.0000,7
01792347580001,800.0000,9
01792347645001,132870.0000,2
01792348005001,18410000.0000,21
01792348102001,80000.0000,2
01792348196001,400.0000,4
01792348226001,340400.0000,7
00190330699001,2621685.0000,2
00190330737001,400.0000,5
00190330982001,400.0000,18
00190331342001,800.0000,10
00190331431001,7614834.0000,574
00190331733001,840.0000,2
00190332047001,840.0000,3
00190332098001,400.0000,2
00190332152001,400.0000,5
00190332160001,42600.0000,9
00190332276001,400.0000,15
00190332616001,2750000.0000,20
00190332780001,45000.0000,3
00190332993001,1145360.0000,66
00190333299001,250400.0000,14
00190333442001,400.0000,3
00190333450001,7400.0000,7
00190333825001,2000.0000,73
00190334104001,400.0000,1
00190334228001,272700.0000,11
00190334562001,196400.0000,2
00190334635001,10000.0000,12
00190334694001,800.0000,4
00190335151001,900.0000,4
00190335275001,838927.0000,69
00190335828001,810.0000,2
00190336093001,1010.0000,2
00190336603001,290142.0000,66
00190336611001,50595.0000,9
00190336646001,5000.0000,45
00190336662001,2713633.0000,83
00190336727001,14976910.0000,6
00190336808001,400.0000,46
00190337014001,40504.0000,4
00190337103001,16000.0000,10
00190170179001,528.0000,1
00190171027001,480.0000,3
00190171051001,900.0000,4
00190308022001,1455.0000,5
00190311813001,19241.0000,1
00190312429001,450.0000,3
00190317080001,2900.0000,5
00190317102001,1200.0000,2
00190319180001,793708.0000,40
00190319369001,400.0000,6
00190319482001,2262.0000,1
00190153096001,52000.0000,63
00190316076001,290760.0000,74
00190326225001,814.0000,2
00190330389001,360000.0000,18
00190330435001,400.0000,2
00190330494001,1000.0000,242
00190331857001,30000.0000,8
00190332799001,355965.0000,42
00190333426001,20000.0000,7
00190333620001,45705.0000,4
00190333639001,800.0000,3
00190333841001,42736.0000,1
00190334422001,10000.0000,5
00190334759001,68800.0000,2
00190335046001,1000.0000,1
00190335127001,170400.0000,3
00190335186001,20000.0000,23
00190335631001,400.0000,4
00190335917001,200000.0000,6
00190336026001,10000.0000,29
00190336298001,60000.0000,37
00190336395001,400.0000,2
00190336581001,146135.0000,25
00190336875001,400.0000,4
00190336883001,501000.0000,3
00190337065001,10400.0000,93
00190337073001,1100.0000,4
00190337642001,100000.0000,2
00190338045001,71429.0000,9
00190338347001,400.0000,
00190338355001,1320.0000,2
00190338584001,5000.0000,8
00190338592001,1400.0000,1
00190338681001,1400.0000,2
00190338789001,400.0000,4
00190338800001,800.0000,4
00190337235001,400.0000,1
01792348250001,800.0000,3
01792348285001,800.0000,3
01792348293001,25000.0000,6
01792146070001,400.0000,59
01792146208001,800.0000,5
01792146607001,3000.0000,8
01792147212001,400.0000,2
01792149312001,402.0000,19
01792150302001,800.0000,9
01792151163001,800.0000,2
01792151554001,1000.0000,2
01792152038001,2000.0000,2
01792152429001,15050.0000,2
01792152550001,400.0000,6
01792152828001,4000.0000,8
01792152844001,4000.0000,42
01792153034001,840.0000,2
01792153050001,601900.0000,10
01792154138001,400.0000,14
01792154162001,400.0000,15
01792154871001,20000.0000,4
01792154898001,100000.0000,12
01792156955001,4800.0000,1
01792157242001,9760.0000,4
01792157552001,400.0000,7
01792157773001,1000.0000,7
01792158001001,10000.0000,15
01792158168001,500.0000,3
01792158184001,400.0000,4
01792158656001,400.0000,2
01792159121001,400.0000,3
01792159458001,800.0000,15
01792159806001,800.0000,8
01792160316001,5000.0000,13
01792160766001,5000.0000,26
01792161037001,150800.0000,136
01791958330001,1000.0000,
01792235413001,10000.0000,20
01792235480001,8000.0000,64
01792235529001,400.0000,3
01792235898001,900.0000,3
01792235987001,400.0000,7
01792236207001,365000.0000,3
01792236991001,800.0000,4
01792237203001,800.0000,4
01792237505001,800.0000,4
01792237580001,1060.0000,54
01792237637001,400.0000,8
01792237882001,5000.0000,2
01792237904001,80000.0000,3
01792237947001,4000.0000,5
01792238129001,12500.0000,6
01792238218001,400.0000,3
01792238579001,800.0000,2
01792239079001,11000.0000,5
01792239168001,400.0000,2
01792239257001,125000.0000,5
01792239842001,400.0000,3
01792239869001,400.0000,2
01792240344001,2000.0000,8
01792240514001,400.0000,2
01792240662001,12502.0000,6
01792241235001,40831.0000,5
01792241243001,1000.0000,145
01792241650001,400.0000,11
01792241812001,10000.0000,59
01792241928001,18200.0000,5
01792241960001,400.0000,1
01792242150001,800.0000,10
01792242266001,500.0000,3
01792242290001,661860.0000,6
01792243181001,400.0000,2
01792243386001,1794.0000,4
01792243645001,10000.0000,13
01792243815001,40000.0000,6
01792243963001,800.0000,18
01792244196001,402.0000,2
01792244269001,2000.0000,
01792244501001,4000.0000,35
01792244595001,12000.0000,2
01792245141001,400.0000,2
01792245222001,800.0000,19
01792245443001,800.0000,4
00190337715001,900.0000,3
00190327043001,400.0000,
00190328961001,820.0000,1
00190329119001,400.0000,4
00190331016001,440.0000,2
00190331164001,792538.0000,5
00190331660001,100000.0000,17
00190332659001,10800.0000,3
00190333345001,2700.0000,2
00190333760001,400.0000,2
00190334686001,210700.0000,
00190335844001,1000.0000,54
00190336271001,450.0000,4
00190337006001,538417.0000,67
00190337243001,120000.0000,21
00190338312001,38400.0000,7
00190338452001,10000.0000,2
00190338460001,806.0000,4
00190338576001,400.0000,10
00190338746001,31000.0000,7
00190338967001,800.0000,3
00190338991001,400.0000,2
00190339041001,812.0000,4
00190339068001,800.0000,2
00190339092001,113300.0000,12
00190339122001,2088.0000,3
00190338932001,10000.0000,50
00190339297001,15000.0000,5
00190339386001,1008.0000,2
00190339602001,400.0000,2
00190339653001,800.0000,3
00190339769001,805.0000,2
00190339831001,20420.0000,8
00190339890001,1000.0000,5
00190339971001,816.0000,2
00190340384001,10000.0000,8
00190340414001,10000.0000,
00190340767001,800.0000,2
00190340872001,8000.0000,24
00190340953001,2000.0000,4
00190341631001,72000.0000,4
00190341992001,15000.0000,67
00190342182001,10000.0000,14
00190342395001,1700.0000,2
00190342425001,1960.0000,3
00190342565001,400.0000,10
00190343111001,400.0000,8
00190343766001,1800.0000,3
00190344010001,15400.0000,4
00190344304001,855.0000,1
00190344339001,968.0000,4
00190344762001,400.0000,9
00190344789001,900.0000,2
00190344924001,400.0000,5
00190345076001,400.0000,20
00190345165001,2000.0000,6
00190328058001,450.0000,13
00190329356001,400.0000,2
00190329739001,400.0000,4
00190329976001,1000.0000,3
00190330443001,111270.0000,3
00190331768001,1600.0000,20
00190335593001,1190.0000,3
00190338517001,800.0000,3
00190339181001,1800.0000,4
00190340406001,400.0000,3
00190340597001,900.0000,4
00190341003001,500500.0000,4
00190341100001,1020.0000,3
00190341550001,800.0000,3
00190342220001,30400.0000,3
00190342263001,400.0000,30
00190345386001,400.0000,2
00190345513001,800.0000,3
00190345556001,1080.0000,2
00190345580001,1000.0000,11
00190345653001,20400.0000,4
00190345793001,12940750.0000,49
00190345963001,748934.0000,62
00190345998001,400.0000,4
00190346064001,400.0000,10
00190346315001,1000.0000,43
00190346323001,1600.0000,2
00991311009001,10000.0000,2
00991311432001,2000.0000,2
00991312080001,25427700.0000,117
00991312137001,800.0000,4
00991312501001,37300.0000,42
00991314318001,4000.0000,27
00991314431001,200.0000,2
00991314520001,800.0000,2
00991314709001,423800.0000,21
00991315063001,40000.0000,54
00991317139001,1600.0000,4
00991318763001,1000.0000,2
00991319352001,800.0000,3
00991321764001,10096240.0000,69
00991323481001,800.0000,2
00991323686001,800.0000,2
00991323724001,3640000.0000,158
00991323732001,800.0000,2
00991323767001,800.0000,5
00991323864001,1000.0000,2
00991323961001,800.0000,2
00991325441001,800.0000,10
00991325875001,800.0000,2
00991325883001,12200.0000,2
00991325913001,800.0000,3
00991326030001,800.0000,2
00991326723001,400000.0000,20
00991326839001,800.0000,2
00991327045001,1000.0000,2
00991327096001,800.0000,4
00991358234001,800.0000,5
00991358420001,800.0000,1
00991358692001,400.0000,9
00991358935001,800.0000,10
00991359397001,4000.0000,2
00991359400001,800.0000,1
00991359443001,40800.0000,21
00991359850001,102000.0000,6
00991360042001,300000.0000,39
00991360190001,800.0000,1
00991360344001,45426.0000,486
00991360549001,800.0000,2
00991360735001,20000.0000,2
00991360778001,800.0000,25
00991360859001,800.0000,2
00991361073001,800.0000,2
00991361359001,160000.0000,103
00991361545001,800.0000,2
00991361952001,1000.0000,3
00991362290001,18000.0000,21
00991362398001,800.0000,8
00991363130001,1224.0000,1
00991363149001,843199.0000,2
00991363300001,10000.0000,3
00991363424001,400.0000,
00991363467001,22000.0000,5
00991363602001,10000.0000,1
00990941017001,800000.0000,133
00990966702001,800.0000,4
00990977887001,800.0000,1
00991324488001,20000.0000,8
00991324674001,4000.0000,1
00991324895001,1000.0000,9
00991325026001,2000000.0000,114
00991327150001,2000.0000,7
00991327258001,12500.0000,31
00991327835001,2800.0000,16
00991327916001,1000.0000,1
00991327932001,800.0000,2
00991328076001,1220000.0000,109
00991328351001,5200.0000,2
00991328572001,15000.0000,3
00991328955001,2000.0000,4
00991329331001,3300003.0000,636
00991329374001,2000.0000,7
00991330186001,140000.0000,48
00991330313001,8000.0000,3
00991330658001,306000.0000,6
00991331026001,800.0000,20
00991331093001,800.0000,1
00991331778001,800.0000,2
00991331891001,800.0000,3
00991332197001,800.0000,2
01792359074001,800.0000,2
01792359120001,4000.0000,2
01792359139001,4000.0000,2
01792359295001,6400.0000,4
01792359333001,64000.0000,3
01792359392001,400.0000,3
01792359457001,20000.0000,5
01792359678001,1200.0000,2
01792359724001,1000.0000,2
01792359767001,80400.0000,40
01792360064001,800.0000,3
01792360072001,400.0000,44
01792360102001,400.0000,2
01792360552001,800.0000,4
01792360595001,400.0000,9
01792360781001,800.0000,4
01792360951001,1000.0000,5
01792361389001,1000.0000,11
01792361699001,1020.0000,1
01792361702001,400.0000,3
01792362261001,800.0000,45
01792362644001,800.0000,3
01792363004001,25000.0000,4
01792363012001,4000.0000,1
01792363128001,2000.0000,2
01792363152001,3000.0000,1
01792363195001,52900.0000,15
01792363217001,800.0000,3
01792363292001,800.0000,5
01792363322001,1130392.0000,2
01792162696001,400.0000,305
01792163013001,800.0000,3
01792163307001,1000.0000,14
01792163579001,1260.0000,2
01792164826001,50800.0000,2
01792164982001,800.0000,4
01792165377001,400.0000,6
01792167124001,800.0000,6
01792167531001,800.0000,2
01792167965001,97937.0000,8
01792168724001,90800.0000,32
01792169224001,800.0000,10
01792169305001,6500.0000,21
01792169372001,800.0000,2
01792169593001,1800.0000,3
01792169747001,51000.0000,31
01792169801001,40000.0000,28
01792171679001,1000.0000,6
01792172225001,400.0000,1
01792173043001,1052697.0000,244
01792261902001,800.0000,2
01792261961001,800.0000,3
01792262429001,800.0000,4
01792262437001,800.0000,4
01792262704001,1000.0000,4
01792263034001,420.0000,3
01792263107001,12500.0000,5
01792263875001,6000.0000,4
01792264243001,20000.0000,2
01792264766001,12900.0000,10
01792264855001,181496.0000,7
01792264987001,5000.0000,3
01792265274001,10000.0000,6
01792265371001,400.0000,7
01792265606001,550000.0000,4
01792265762001,400.0000,39
01792265819001,1412000.0000,30
01792266602001,58742.0000,3
01792266688001,590000.0000,34
01792267692001,800.0000,4
01792267870001,2000.0000,3
01792001935001,58400.0000,9
01792115620001,400.0000,2
01792115914001,400.0000,
01792116910001,5000.0000,7
01792116929001,800.0000,4
01792117933001,91128.0000,17
01792118956001,400.0000,4
01792119227001,8465877.0000,
01792120705001,5700.0000,4
01792122511001,400800.0000,208
01792123453001,5000.0000,6
01792123623001,12500.0000,184
01792370280001,400.0000,4
01792370558001,2000.0000,4
01792370574001,1000.0000,4
01792370728001,400.0000,2
01792370892001,800.0000,3
01792370906001,1000.0000,4
01792370930001,800.0000,2
01792371007001,1000.0000,2
01792371015001,1436737.0000,21
01792371430001,80000.0000,3
01792371449001,2000.0000,6
01792371473001,2000.0000,8
01792371694001,1410000.0000,926
01792371724001,400.0000,2
01792371856001,1000.0000,32
01792371929001,20000.0000,14
01792372046001,800.0000,4
01792372348001,400.0000,3
01792373034001,60400.0000,
01792373255001,3635381.0000,212
01792373379001,18479.0000,14
01792373603001,1000.0000,3
01792373727001,4000.0000,2
01792373875001,55000.0000,6
01792374081001,400.0000,6
01792374863001,10000.0000,7
01792374898001,400.0000,6
01792374960001,2000.0000,6
01792375355001,10800.0000,4
01792375363001,400.0000,1
01792375398001,800.0000,30
01792375533001,800.0000,23
01792375606001,5092083.0000,4
01792375622001,40000.0000,7
01792375754001,1000.0000,1
01792375797001,5000.0000,10
01792375851001,10000.0000,22
01792375894001,800.0000,5
01792376211001,1520000.0000,2
01792376378001,32400.0000,3
01792376696001,3000.0000,2
01792376718001,10000.0000,
01792376734001,400.0000,2
01792376858001,15400.0000,6
01792376920001,450.0000,1
01792377072001,800.0000,2
01792377129001,10000.0000,24
01792181003001,20000.0000,6
01792181232001,400.0000,8
01792181305001,400.0000,6
01792181348001,31000.0000,6
01792181518001,3584.0000,14
01792182042001,800.0000,1
01792182484001,1000.0000,2
01792182735001,400.0000,11
01792182964001,400.0000,4
01792184037001,800.0000,1
01792184347001,1000.0000,1
01792184517001,400.0000,6
01792184789001,600015.0000,43
01792185483001,400.0000,15
01792185572001,400.0000,1
01792185823001,800.0000,3
01792185963001,4000.0000,4
01792186072001,2000.0000,2
01792186420001,400.0000,6
01792187354001,42190.0000,5
01792187664001,1500.0000,8
01792188113001,6000.0000,2
01792188148001,8000.0000,4
01792188717001,400.0000,2
01792188792001,800.0000,
01792189055001,600.0000,3
01792189365001,400.0000,2
01792189543001,1300.0000,3
01792189896001,30000.0000,32
01792193591001,800.0000,10
01792193672001,50000.0000,7
01792193745001,2000.0000,63
01792194075001,4000.0000,3
01792194881001,46000.0000,3
01792195233001,3200.0000,3
01792196272001,14831.0000,2
00190350797001,400.0000,2
00190352927001,6163014.0000,2
00190352994001,1000.0000,4
00190353427001,800.0000,2
00190353583001,500.0000,2
00190357716001,31400.0000,3
00190362132001,26453.0000,9
00190362876001,50560.0000,2
00190362922001,1400.0000,4
00190362949001,1400.0000,6
00190362981001,600.0000,7
00190363244001,400.0000,2
00190363643001,800.0000,7
00190363708001,400.0000,2
00190363775001,8270.0000,1
00190363821001,301506.0000,6
00190363902001,1000.0000,6
00190364062001,1300.0000,4
00190364143001,105581.0000,15
00190364380001,400.0000,10
00190364402001,950.0000,14
00190364429001,10000.0000,2
00190364577001,400.0000,2
00190364755001,400.0000,11
00190365255001,100400.0000,4
00190365484001,24000.0000,4
00190365522001,402.0000,18
00190365697001,1000.0000,4
00190365727001,400.0000,5
00190366421001,1365817.0000,17
00190366499001,1008.0000,2
00190366537001,500.0000,4
00190366553001,100400.0000,1
00190366782001,1000.0000,1
00190366901001,400.0000,10
00190367959001,10000.0000,19
00190368297001,1833993.0000,19
00190368343001,50000.0000,11
00190368750001,840.0000,3
00190368890001,5400000.0000,12
00190369765001,800.0000,4
00190369846001,16000.0000,8
00190370062001,10000.0000,15
00190370283001,800.0000,7
00190370348001,40000.0000,21
00190370526001,25400.0000,5
00190370844001,270000.0000,15
00190371085001,80400.0000,13
00190371778001,400.0000,7
00190371786001,400.0000,1
00190371883001,500.0000,9
00190372286001,500.0000,9
00190372391001,20000.0000,2
00190372472001,1000000.0000,54
00190372642001,91000.0000,11
00190373037001,4000.0000,2
00190373479001,86400.0000,30
00190373657001,3000.0000,1
00190373711001,400.0000,15
00190374092001,400.0000,4
00190374718001,400.0000,2
00190374882001,400.0000,6
00190375048001,450.0000,4
00190375226001,233446.0000,2
00190375609001,186000.0000,4
00190375617001,400.0000,4
00190376125001,400.0000,8
00190376427001,400.0000,2
00190357244001,1000.0000,4
00190358380001,40900.0000,2
00190359697001,2000.0000,2
00190360822001,800.0000,185
00190360903001,9393.0000,4
00190361276001,183900.0000,9
00190362515001,10000.0000,2
00190362604001,610000.0000,4
00190363112001,155958.0000,8
00190365239001,20000.0000,13
00190365492001,400.0000,3
00190365646001,1900.0000,2
00190365794001,900.0000,6
00190366375001,100400.0000,50
00190367118001,7500.0000,18
01792196639001,1000.0000,2
01792196744001,600.0000,3
01792197724001,400.0000,2
01792198178001,205538.0000,32
01792198542001,10000.0000,1
01792198763001,1100000.0000,62
01792198992001,18000.0000,2
01792199123001,150000.0000,9
01792199735001,400.0000,6
01792130506001,201000.0000,23
01792131693001,40400.0000,7
01792131936001,234692.0000,132
01792132029001,800.0000,3
01792132290001,800.0000,9
01792133505001,69107000.0000,18
01792133866001,50000.0000,26
01792135435001,48500.0000,6
01792135729001,1000.0000,8
01792136466001,800.0000,2
01792136873001,800.0000,4
01792134250001,10000.0000,4
01792136393001,10000.0000,2
01792136768001,600.0000,3
01792137861001,10800.0000,41
01792137950001,400.0000,11
01792138256001,400.0000,10
01792138639001,5000.0000,57
01792138841001,21000.0000,21
01792140757001,97000.0000,5
01792141664001,146028.0000,13
01792141710001,25400.0000,5
01792142571001,4002.0000,3
01792142695001,40000.0000,2
01792142946001,1500.0000,6
01792041171001,5000.0000,3
01792042291001,400.0000,22
01792047447001,1000.0000,6
01792051436001,400.0000,2
01792057493001,2000.0000,2
01792012937001,2000.0000,4
01792143713001,800.0000,2
01792144701001,9400.0000,2
01792144957001,800.0000,7
01792145236001,800.0000,3
01792146283001,400.0000,5
01792146364001,1000.0000,3
01792146801001,400.0000,3
01792147573001,400.0000,2
01792147921001,150000.0000,6
01792148200001,4000.0000,41
01792148499001,100000.0000,1
01792111919001,346060.0000,2
01792112907001,800.0000,1
01792116430001,1000.0000,2
01792119758001,10000.0000,6
01792125421001,10000.0000,10
01792125650001,98508.0000,12
01792126207001,1200.0000,3
01792150329001,400.0000,2
01792150965001,10000.0000,2
01792151473001,46663.0000,80
01792076285001,5000.0000,6
01792077338001,600.0000,4
01792079381001,840.0000,2
01792080118001,1875.0000,3
01792082013001,400.0000,5
01792377447001,56000.0000,2
01792377668001,400.0000,3
01792377803001,15000.0000,1
01792377838001,400.0000,1
01792377846001,400.0000,2
01792378028001,2000.0000,2
01792378125001,325000.0000,157
01792378230001,10000.0000,9
01792378265001,800.0000,25
01792378273001,400.0000,10
01792378389001,800.0000,1
01792378427001,5000.0000,4
01792378486001,5400.0000,2
01792378532001,100000.0000,54
01792378559001,400.0000,6
01792379059001,1800.0000,2
01792379202001,43148.0000,1
00190379434001,1000.0000,3
00190379590001,12400.0000,1
00190379752001,1200.0000,6
00190379779001,1000.0000,2
00190379833001,2000.0000,21
00190379884001,400.0000,1
00190379930001,402000.0000,28
00190380092001,400.0000,17
00190380122001,900.0000,9
00190380173001,12000.0000,8
00190380270001,800.0000,
00190380300001,400.0000,1
00190380416001,1000.0000,
00190379051001,68430.0000,6
00190379159001,200000.0000,9
00190379213001,12000.0000,2
00190379310001,400.0000,5
00190379396001,400.0000,7
00190379965001,800.0000,3
00190380009001,2000.0000,2
00190380181001,540.0000,3
00190380351001,5000.0000,21
00190380440001,2100.0000,2
00190380467001,400.0000,4
00190380483001,400.0000,6
00190380505001,5000.0000,4
00190380777001,113000.0000,4
00190381099001,97800.0000,
00190381153001,30000.0000,3
00190381633001,2400000.0000,33
00190381641001,20000.0000,3
00190381765001,800.0000,4
00190381862001,28300.0000,
00190381897001,816.0000,2
00190382001001,450.0000,2
00190382028001,27556.0000,3
00190382060001,100000.0000,2
00190382109001,134000.0000,6
00190382362001,400000.0000,10
00190382605001,400.0000,2
00190382842001,10000.0000,2
00190383008001,10800.0000,9
00190383016001,2000.0000,3
00190383326001,5000.0000,3
00190383342001,22000.0000,4
00190383644001,400.0000,2
00190383709001,800.0000,2
00190383814001,10000.0000,3
00190384004001,900900.0000,4
00190384012001,1000.0000,1
00190384152001,167000.0000,3
00190384225001,10400.0000,3
00190384314001,3325.0000,22
00190384365001,600.0000,3
00190384594001,1840.0000,3
00190384632001,800.0000,2
00190385124001,1000.0000,2
00190385191001,400.0000,3
00190385329001,840.0000,4
00190385426001,41888.0000,46
00190385442001,900.0000,3
00190386228001,9030.0000,3
00190386252001,350400.0000,61
00190386287001,800.0000,5
00190386295001,800.0000,4
00190386317001,423440.0000,13
00190386627001,30000.0000,18
00190386635001,214975.0000,9
00190386961001,40000.0000,5
00190386996001,10000.0000,2
00190387003001,400.0000,4
00190387143001,810.0000,5
00190387569001,400.0000,3
00190387712001,12400.0000,4
00190387895001,400.0000,7
00190388352001,800.0000,3
00190388395001,400.0000,6
00190388417001,2000.0000,2
00190388549001,100000.0000,11
00190388565001,25000.0000,6
00190388573001,836.0000,3
00190388646001,800.0000,2
00190389065001,1000.0000,4
00190388182001,99118.0000,7
00190388433001,11000.0000,4
00190388875001,600.0000,4
00190388999001,112000.0000,3
00190389049001,600.0000,11
00190389073001,400.0000,1
00190389251001,1380.0000,4
00190389405001,800.0000,3
00190389421001,800.0000,2
00190389499001,1077000.0000,4
00190389561001,25000.0000,2
00190389596001,980.0000,4
00190389790001,950976.0000,7
00190389804001,116000.0000,45
00190389863001,400.0000,2
00190378772001,2000.0000,21
00190378802001,400.0000,2
00190380203001,17400.0000,16
00190380475001,400.0000,15
00190382036001,63800.0000,18
00190382257001,1246938.0000,28
00190383350001,2000.0000,2
00190383946001,800.0000,4
00190384322001,800.0000,2
00190384586001,1000.0000,4
00190384888001,1320.0000,2
00190385167001,438378.0000,2
00190386163001,400.0000,1
00190386554001,800.0000,
00190322823001,400.0000,3
00190362760001,400.0000,13
00190372235001,450000.0000,2
00190343383001,10000.0000,2
00190380653001,400.0000,2
00190381374001,40000.0000,4
00190382214001,3300.0000,3
00190382516001,750800.0000,11
00190382737001,400.0000,3
00190382893001,400.0000,3
00190383415001,450400.0000,22
00190384926001,1000.0000,5
00190386260001,800.0000,2
00190386562001,31220.0000,3
00190387070001,825.0000,2
00190387674001,400.0000,14
00190376958001,400.0000,4
00190378314001,6000.0000,2
00190378357001,27400.0000,5
00190383105001,,72
00190384969001,405.0000,
00190385353001,25000.0000,2
00190389936001,960.0000,3
00190389944001,400.0000,3
00190389952001,400.0000,2
00190389979001,450.0000,5
00190390276001,800.0000,1
00190390462001,1450.0000,3
00190390624001,800.0000,9
00190390667001,400.0000,20
00190390721001,400.0000,3
00190391027001,4200.0000,4
00190391035001,400.0000,8
00190391051001,400.0000,6
00190391086001,408.0000,3
00190391140001,10000.0000,37
00190391361001,800.0000,2
00190391418001,800.0000,1
00190391531001,1230.0000,4
00190391558001,250000.0000,23
00190391582001,400.0000,1
00190391639001,800.0000,2
00190391655001,1000.0000,2
00190391922001,500.0000,2
00190392058001,400.0000,7
00190392066001,25000.0000,4
00190392139001,1500.0000,2
00190392163001,420.0000,4
00190392228001,15748100.0000,3
00190392236001,5500000.0000,3
00190392244001,6848700.0000,3
00190392392001,400.0000,2
00190392406001,600.0000,4
00190392694001,200000.0000,21
01792298849001,804.0000,8
01792298873001,25400.0000,5
01792298903001,840.0000,2
01792299101001,800.0000,2
01792016495001,,40
01792153468001,500000.0000,12
01792155053001,400.0000,8
01792155517001,800.0000,2
01792157331001,5000.0000,
01792158087001,800.0000,1
01792158419001,299400.0000,50
01792159636001,400.0000,5
01792160480001,1200.0000,3
01792161266001,10000.0000,52
01792161711001,2000.0000,2
01792162327001,10000.0000,27
01792162556001,400.0000,2
01792162564001,1560.0000,1
01792163595001,800.0000,2
01792163676001,800.0000,4
01792165660001,10000.0000,49
01792167558001,945.0000,2
01792168333001,300817.0000,1
01792168651001,800.0000,2
01792169291001,800.0000,4
01792169348001,72000.0000,4
01792169690001,800.0000,3
01792169968001,6000.0000,2
01792130093001,10000.0000,13
01792132568001,70083.0000,4
01792133955001,40700.0000,3
01792083540001,1400000.0000,57
01792085748001,500.0000,4
01792087619001,5000.0000,
01792201713001,400.0000,4
01792201926001,100800.0000,7
01792202604001,800.0000,2
01792202981001,800.0000,4
01792203511001,2000.0000,2
01792205115001,800.0000,4
01792205352001,500800.0000,4
01792205751001,1000.0000,5
01792205867001,5000.0000,3
01792206529001,800.0000,10
01792206871001,8000.0000,5
01792207185001,400.0000,
01792209242001,400.0000,5
01792209285001,450.0000,2
01792209609001,121002.0000,3
01792209935001,800.0000,2
01792211263001,2000.0000,6
01792211328001,800.0000,2
01792211654001,4000.0000,7
01792211751001,800.0000,13
01792211891001,3100.0000,5
01792211921001,43700.0000,45
01792212103001,400.0000,2
01792213622001,400.0000,1
01792213711001,1000.0000,2
01792213991001,140000.0000,2
01792215072001,880.0000,4
01792215447001,400.0000,9
01792216095001,10000.0000,3
01792216591001,800.0000,2
01792217156001,400.0000,6
01792217679001,400.0000,19
01792217709001,,1
01791893352001,400.0000,2
01792135362001,800.0000,12
01792137101001,800.0000,4
01792137306001,400.0000,23
01792140110001,25000.0000,45
01792059968001,800.0000,2
01792070066001,800.0000,4
01792071577001,2615000.0000,14
01792158915001,405.0000,4
01792160243001,400.0000,2
01792160421001,800.0000,2
01792164672001,800.0000,1
01792168430001,22000.0000,2
01792170281001,800.0000,4
01792171482001,160000.0000,15
01792171164001,800.0000,3
01792307163001,800.0000,3
01792307368001,400.0000,12
01792307732001,1000.0000,8
01792307767001,30000.0000,61
01792307945001,403800.0000,6
01792308100001,400.0000,4
01792308763001,402.0000,1
01792309131001,400.0000,7
01792309158001,1000.0000,5
01792309735001,50000.0000,2
01792310164001,1000.0000,4
01792310423001,800.0000,2
01792310741001,400.0000,6
01792310784001,400.0000,8
01792311446001,800.0000,5
01792312647001,400.0000,12
01792313236001,2000.0000,8
01792313317001,110000.0000,7
01792313511001,117998.0000,4
01792313562001,364800.0000,34
01792313805001,400.0000,2
01792313902001,800.0000,2
01792314127001,400.0000,2
01792146798001,200800.0000,13
01792147492001,400.0000,16
01792147840001,118000.0000,4
01792155223001,400.0000,17
01792156386001,200000.0000,8
01792161088001,81368.0000,9
01792161886001,475000.0000,303
01792189411001,1250.0000,3
01792190061001,1400.0000,10
01792190223001,800.0000,3
01792190274001,400.0000,7
01792191173001,800.0000,3
01792191238001,400.0000,3
